Brand,Out Date,Operating System,Weight,Series,Smartphone,Operating interface,RAM Capacity,CPU speed,CPU generation,Screen Size,Number of cores,Screen Resolution,pixels,FPS,Screen Type,Water resistance,Colors,GPU,Front camera,Camera,Fingerprint reader,WiFi,Min price,Max price,NFC,Bluetooth,Battery capacity,Page number
Vivo,2022.0,Android,188.0,Y35,1,מסך מגע,8.0,4300.0,4.0,6.58,8.0,2600640.0,401.0,90.0,IPS LCD,1,"שחור, זהב",microSDXC,16.0,54.0,1,1,977.0,1005.0,0.0,5.0,5000.0,zap_11
Samsung,2018.0,Android,154.0,Galaxy J6,1,מסך מגע,3.0,1600.0,4.0,5.6,8.0,1065600.0,293.0,,Super AMOLED,0,"שחור, כחול, זהב",Micro SD/T-Flash,8.0,13.0,1,1,494.0,500.0,0.0,4.2,3000.0,zap_11
OnePlus,2021.0,Android,197.0,OnePlus 9,0,מסך מגע,8.0,7060.0,5.0,6.7,8.0,4631040.0,525.0,120.0,Fluid AMOLED,0,"שחור, לבן, כחול",,16.0,108.0,1,1,2435.0,3899.0,1.0,5.2,4500.0,zap_11
OPPO,2022.0,Android,191.0,A96,1,מסך מגע,8.0,4300.0,4.0,6.59,8.0,2604960.0,401.0,90.0,IPS LCD,0,"שחור, כחול",microSDXC,16.0,52.0,1,1,1255.0,1299.0,0.0,5.0,5000.0,zap_11
Vivo,2022.0,Android,192.0,Y22s,1,מסך מגע,6.0,4300.0,4.0,6.55,8.0,1160640.0,270.0,,IPS LCD,1,"ירוק צהוב, כחול כהה",microSDXC,8.0,52.0,1,1,777.0,799.0,0.0,5.0,5000.0,zap_11
OPPO,2022.0,Android,189.0,A76,1,מסך מגע,6.0,4300.0,4.0,6.56,8.0,1160640.0,269.0,90.0,IPS LCD,0,"שחור, כחול",microSDXC,8.0,15.0,1,1,927.0,1049.0,0.0,5.0,5000.0,zap_11
Apple,2021.0,iOS,174.0,iPhone 13,1,מסך מגע,4.0,,5.0,6.1,6.0,2962440.0,460.0,,Super Retina,1,"שחור, כחול, אדום, ורוד",,12.0,24.0,0,1,3980.0,5210.0,1.0,5.0,,zap_11
Samsung,2019.0,Android,140.0,Galaxy A40,1,מסך מגע,4.0,3360.0,4.0,5.9,8.0,2527200.0,437.0,,Super AMOLED,0,"שחור, לבן, כחול",Micro SD/T-Flash,25.0,21.0,1,1,675.0,700.0,1.0,5.0,3100.0,zap_11
Xiaomi,2020.0,Android,196.0,Redmi 9C,1,מסך מגע,3.0,4100.0,4.0,6.53,8.0,1152000.0,269.0,,IPS LCD,0,"כחול, אדום, כתום",Micro SD/T-Flash,5.0,17.0,1,1,547.0,699.0,0.0,5.0,5000.0,zap_11
Apple,2017.0,iOS,148.0,iPhone 8,1,3D Touch,2.0,,4.0,4.7,10.0,1000500.0,326.0,,,1,"שחור, כסוף, זהב",,7.0,12.0,1,1,980.0,1099.0,1.0,5.0,1821.0,zap_11
Nokia,2021.0,Android,197.0,Nokia G20,1,מסך מגע,4.0,4100.0,4.0,6.52,8.0,1152000.0,269.0,,IPS LCD,0,,microSDXC,8.0,57.0,1,1,699.0,859.0,1.0,5.0,5050.0,zap_11
Apple,2021.0,iOS,240.0,iPhone 13,1,מסך מגע,6.0,,5.0,6.7,6.0,3566952.0,458.0,,Super Retina,1,"כחול, אפור, כסוף, זהב",,12.0,36.0,0,1,5080.0,6080.0,1.0,5.0,,zap_11
Huawei,2021.0,,195.0,P50 Pro,1,מסך מגע,8.0,,4.0,6.6,,3315600.0,450.0,120.0,OLED,1,"לבן, ורוד, זהב, שחור וזהב",NM Card,13.0,158.0,1,1,3980.0,3988.0,1.0,5.2,4360.0,zap_11
Samsung,2019.0,Android,140.0,Galaxy A40,1,מסך מגע,4.0,3360.0,4.0,5.9,8.0,2527200.0,437.0,,Super AMOLED,0,"שחור, לבן, כחול",Micro SD/T-Flash,25.0,21.0,1,1,675.0,700.0,1.0,5.0,3100.0,zap_11
Realme,2020.0,Android,195.0,Realme 7,1,מסך מגע,8.0,4400.0,5.0,6.5,8.0,2592000.0,405.0,120.0,IPS LCD,0,"כחול, כסוף",Micro SD/T-Flash,16.0,60.0,1,1,849.0,999.0,1.0,5.1,5000.0,zap_11
Samsung,,Android,,Galaxy A53,1,מסך מגע,6.0,4400.0,4.0,6.4,8.0,2592000.0,407.0,120.0,Super AMOLED,1,שחור,microSDXC,32.0,86.0,1,1,1330.0,1385.0,1.0,5.2,5000.0,zap_11
Realme,2020.0,Android,195.0,Realme 7,1,מסך מגע,8.0,4400.0,5.0,6.5,8.0,2592000.0,405.0,120.0,IPS LCD,0,"כחול, כסוף",Micro SD/T-Flash,16.0,60.0,1,1,849.0,999.0,1.0,5.1,5000.0,zap_11
OnePlus,2020.0,Android,190.0,Nord,1,מסך מגע,6.0,3700.0,5.0,6.49,8.0,2592000.0,406.0,90.0,IPS LCD,0,אפור,Micro SD/T-Flash,16.0,76.0,1,1,973.0,1189.0,1.0,5.1,4300.0,zap_11
Apple,2019.0,iOS,226.0,iPhone 11,1,מסך מגע,4.0,4450.0,4.0,6.5,6.0,3338496.0,458.0,,Super Retina,1,"אפור, כסוף, ירוק, זהב",,12.0,36.0,0,1,2290.0,2292.0,1.0,5.0,3969.0,zap_11
Apple,2021.0,iOS,174.0,iPhone 13,1,מסך מגע,4.0,,5.0,6.1,6.0,2962440.0,460.0,,Super Retina,1,"שחור, כחול, אדום, ורוד",,12.0,24.0,0,1,3980.0,5210.0,1.0,5.0,,zap_11
Blackview,,Android,180.0,A80,1,מסך מגע,4.0,3300.0,,,8.0,,,,,0,,,,,0,1,649.0,899.0,0.0,4.2,4680.0,zap_11
Huawei,2020.0,Android,209.0,P40,1,מסך מגע,8.0,7170.0,5.0,6.58,8.0,3168000.0,441.0,,OLED,1,"שחור, לבן, כחול, כסוף, זהב",NM Card,32.0,102.0,1,1,2897.0,2979.0,1.0,5.1,4200.0,zap_11
Samsung,,Android,,Galaxy A53,1,מסך מגע,6.0,4400.0,4.0,6.4,8.0,2592000.0,407.0,120.0,Super AMOLED,1,שחור,microSDXC,32.0,86.0,1,1,1330.0,1385.0,1.0,5.2,5000.0,zap_11
Blackview,,Android,180.0,A80,1,מסך מגע,4.0,3300.0,,,8.0,,,,,0,,,,,0,1,649.0,899.0,0.0,4.2,4680.0,zap_11
Xiaomi,2021.0,Android,196.0,Poco F3,1,מסך מגע,6.0,7310.0,5.0,6.67,8.0,2592000.0,395.0,120.0,AMOLED,0,"שחור, לבן, כחול",,20.0,61.0,1,1,1149.0,1249.0,1.0,5.1,4520.0,zap_11
Xiaomi,2020.0,Android,196.0,Redmi 9C,1,מסך מגע,3.0,4100.0,4.0,6.53,8.0,1152000.0,269.0,,IPS LCD,0,"כחול, אדום, כתום",Micro SD/T-Flash,5.0,17.0,1,1,547.0,699.0,0.0,5.0,5000.0,zap_11
Samsung,2018.0,Android,154.0,Galaxy J6,1,מסך מגע,3.0,1600.0,4.0,5.6,8.0,1065600.0,293.0,,Super AMOLED,0,"שחור, כחול, זהב",Micro SD/T-Flash,8.0,13.0,1,1,494.0,500.0,0.0,4.2,3000.0,zap_11
Realme,2022.0,Android,173.0,10 Pro Plus,1,מסך מגע,12.0,4600.0,5.0,6.7,8.0,2604960.0,394.0,120.0,AMOLED,0,"שחור, כחול",,16.0,118.0,1,1,1499.0,1499.0,1.0,5.2,5000.0,zap_11
Xiaomi,2021.0,Android,196.0,Poco F3,1,מסך מגע,6.0,7310.0,5.0,6.67,8.0,2592000.0,395.0,120.0,AMOLED,0,"שחור, לבן, כחול",,20.0,61.0,1,1,1149.0,1249.0,1.0,5.1,4520.0,zap_11
Nokia,2021.0,Android,197.0,Nokia G20,1,מסך מגע,4.0,4100.0,4.0,6.52,8.0,1152000.0,269.0,,IPS LCD,0,,microSDXC,8.0,57.0,1,1,699.0,859.0,1.0,5.0,5050.0,zap_11
Nokia,2009.0,,94.0,,0,מקשי ספרות,,,,2.2,,76800.0,182.0,,TFT,0,"שחור, ורוד",microSDHC,1.0,3.2,0,0,435.0,449.0,0.0,2.1,1860.0,zap_11
Apple,2021.0,iOS,240.0,iPhone 13,1,מסך מגע,6.0,,5.0,6.7,6.0,3566952.0,458.0,,Super Retina,1,"כחול, אפור, כסוף, זהב",,12.0,36.0,0,1,5080.0,6080.0,1.0,5.0,,zap_11
Huawei,2021.0,,195.0,P50 Pro,1,מסך מגע,8.0,,4.0,6.6,,3315600.0,450.0,120.0,OLED,1,"לבן, ורוד, זהב, שחור וזהב",NM Card,13.0,158.0,1,1,3980.0,3988.0,1.0,5.2,4360.0,zap_11
OPPO,2021.0,Android,182.0,Reno6,1,מסך מגע,8.0,4400.0,5.0,6.43,8.0,2592000.0,409.0,90.0,AMOLED,0,"שחור, כחול, סגול",,32.0,74.0,1,1,1499.0,1738.0,1.0,5.2,4300.0,zap_11
Vivo,2022.0,Android,188.0,Y35,1,מסך מגע,8.0,4300.0,4.0,6.58,8.0,2600640.0,401.0,90.0,IPS LCD,1,"שחור, זהב",microSDXC,16.0,54.0,1,1,977.0,1005.0,0.0,5.0,5000.0,zap_11
Vivo,2022.0,Android,192.0,Y22s,1,מסך מגע,6.0,4300.0,4.0,6.55,8.0,1160640.0,270.0,,IPS LCD,1,"ירוק צהוב, כחול כהה",microSDXC,8.0,52.0,1,1,777.0,799.0,0.0,5.0,5000.0,zap_11
OPPO,2022.0,Android,191.0,A96,1,מסך מגע,8.0,4300.0,4.0,6.59,8.0,2604960.0,401.0,90.0,IPS LCD,0,"שחור, כחול",microSDXC,16.0,52.0,1,1,1255.0,1299.0,0.0,5.0,5000.0,zap_11
Samsung,,,,,0,מקשי ספרות,,,3.5,2.2,,,,,TFT,0,שחור,Micro SD/T-Flash,0.0,3.0,0,0,397.0,399.0,0.0,1.0,,zap_12
Xiaomi,2022.0,Android,205.0,Poco X4 Pro,1,מסך מגע,6.0,3900.0,4.0,6.67,8.0,2592000.0,395.0,120.0,AMOLED,1,"שחור, כחול, צהוב",microSDXC,16.0,118.0,1,1,1039.0,1049.0,1.0,5.1,5000.0,zap_12
LG,2020.0,Android,180.0,Velvet,1,מסך מגע,6.0,6400.0,4.0,6.8,8.0,2656800.0,395.0,,P-OLED,1,"לבן, אפור, אדום, ורוד, ירוק",Micro SD/T-Flash,16.0,61.0,1,1,2300.0,2549.0,1.0,5.1,4300.0,zap_12
OPPO,2022.0,Android,189.0,A17k,1,מסך מגע,3.0,4100.0,4.0,6.56,8.0,1160640.0,269.0,,IPS LCD,1,"זהב, תכלת",microSDXC,5.0,8.0,1,1,565.0,599.0,0.0,5.3,5000.0,zap_12
Samsung,2022.0,Android,198.0,Galaxy M33,1,מסך מגע,6.0,4400.0,5.0,6.6,8.0,2600640.0,400.0,120.0,TFT LCD,0,"כחול, חום, ירוק",microSDXC,8.0,59.0,1,1,1079.0,1150.0,1.0,5.1,5000.0,zap_12
Blackview,2022.0,Android,197.0,A55 Pro,1,מסך מגע,4.0,3500.0,4.0,6.53,8.0,1152000.0,269.0,,IPS LCD,0,"שחור, לבן, כחול, ירוק",microSDXC,5.0,13.0,1,1,694.0,725.0,0.0,4.1,4780.0,zap_12
Google,2021.0,Android,210.0,Pixel 6 Pro,1,מסך מגע,12.0,6850.0,5.0,6.7,8.0,4492800.0,512.0,120.0,LTPO AMOLED,1,"שחור, לבן",,11.1,110.0,1,1,2395.0,2594.0,1.0,5.2,5003.0,zap_12
Vivo,2022.0,Android,186.0,V25,1,מסך מגע,8.0,4400.0,4.0,6.44,8.0,2596320.0,409.0,90.0,AMOLED,0,"שחור, כחול, זהב",microSDXC,50.0,74.0,1,1,1578.0,1599.0,1.0,5.2,4500.0,zap_12
Xiaomi,2021.0,Android,159.0,Mi 11 Lite,1,מסך מגע,8.0,6500.0,4.0,6.55,8.0,2592000.0,402.0,90.0,AMOLED,1,"שחור, צהוב, ירוק",microSDXC,20.0,77.0,1,1,1218.0,1665.0,1.0,5.2,4250.0,zap_12
Xiaomi,2021.0,Android,159.0,Mi 11 Lite,1,מסך מגע,8.0,6500.0,4.0,6.55,8.0,2592000.0,402.0,90.0,AMOLED,1,"שחור, צהוב, ירוק",microSDXC,20.0,77.0,1,1,1365.0,1599.0,1.0,5.2,4250.0,zap_12
Apple,2021.0,iOS,204.0,iPhone 13,1,מסך מגע,6.0,,5.0,6.1,6.0,2962440.0,460.0,,Super Retina,1,"כחול, אפור, כסוף, זהב",,12.0,36.0,0,1,4839.0,6749.0,1.0,5.0,,zap_12
Realme,2021.0,Android,200.0,c,1,מסך מגע,4.0,,3.5,6.5,8.0,1152000.0,270.0,,IPS LCD,0,שחור,microSDXC,5.0,17.0,1,1,440.0,624.0,0.0,5.0,5000.0,zap_12
Xiaomi,2022.0,Android,205.0,Poco X4 Pro,1,מסך מגע,6.0,3900.0,4.0,6.67,8.0,2592000.0,395.0,120.0,AMOLED,1,"שחור, כחול, צהוב",microSDXC,16.0,118.0,1,1,1039.0,1049.0,1.0,5.1,5000.0,zap_12
Samsung,2021.0,Android,227.0,Galaxy S21,1,מסך מגע,16.0,7900.0,5.0,6.8,8.0,4608000.0,515.0,120.0,Dynamic AMOLED 2X,1,"שחור, כחול, חום, כסוף",Micro SD/T-Flash,40.0,140.0,1,1,3684.0,3687.0,1.0,5.0,5000.0,zap_12
Xiaomi,2021.0,Android,193.0,Poco X3,1,מסך מגע,8.0,4600.0,5.0,6.6,8.0,2592000.0,399.0,120.0,IPS LCD,0,"שחור, לבן, כחול",,16.0,74.0,1,1,1189.0,1344.0,1.0,5.2,5000.0,zap_12
Google,2021.0,Android,210.0,Pixel 6 Pro,1,מסך מגע,12.0,6850.0,5.0,6.7,8.0,4492800.0,512.0,120.0,LTPO AMOLED,1,"שחור, לבן",,11.1,110.0,1,1,2395.0,2594.0,1.0,5.2,5003.0,zap_12
Samsung,2021.0,Android,227.0,Galaxy S21,1,מסך מגע,16.0,7900.0,5.0,6.8,8.0,4608000.0,515.0,120.0,Dynamic AMOLED 2X,1,"שחור, כחול, חום, כסוף",Micro SD/T-Flash,40.0,140.0,1,1,3684.0,3687.0,1.0,5.0,5000.0,zap_12
Nokia,2015.0,,91.8,,0,מקשי ספרות,,,,2.8,,76800.0,143.0,,TFT,0,"שחור, לבן, ירוק, כחול כהה",microSDHC,2.0,2.0,0,0,329.0,334.0,0.0,3.0,1200.0,zap_12
Samsung,2020.0,Android,190.0,Galaxy S20,1,מסך מגע,8.0,7230.0,4.0,6.5,8.0,2592000.0,407.0,,Super AMOLED,1,"לבן, כחול, אדום, כתום, תכלת",Micro SD/T-Flash,32.0,32.0,1,1,1250.0,1520.0,1.0,5.0,4500.0,zap_12
Honor,2022.0,Android,209.0,Magic 4 Pro,1,מסך מגע,8.0,7100.0,4.0,6.81,8.0,3736576.0,460.0,120.0,LTPO OLED,1,"שחור, לבן, כתום, זהב",,12.0,164.0,1,1,3347.0,3387.0,1.0,5.2,4600.0,zap_12
Samsung,2020.0,Android,190.0,Galaxy S20,1,מסך מגע,8.0,7230.0,4.0,6.5,8.0,2592000.0,407.0,,Super AMOLED,1,"לבן, כחול, אדום, כתום, תכלת",Micro SD/T-Flash,32.0,32.0,1,1,1250.0,1520.0,1.0,5.0,4500.0,zap_12
Samsung,2020.0,Android,205.0,Galaxy A12,1,מסך מגע,4.0,4150.0,4.0,6.5,8.0,1152000.0,270.0,,PLS LCD,0,"שחור, לבן, כחול, אדום",microSDXC,18.0,57.0,1,1,660.0,669.0,1.0,5.0,5000.0,zap_12
OPPO,2022.0,Android,189.0,A17k,1,מסך מגע,3.0,4100.0,4.0,6.56,8.0,1160640.0,269.0,,IPS LCD,1,"זהב, תכלת",microSDXC,5.0,8.0,1,1,565.0,599.0,0.0,5.3,5000.0,zap_12
Nokia,2020.0,Android,180.0,,1,מסך מגע,4.0,3600.0,4.0,6.39,8.0,1123200.0,269.0,,IPS LCD,0,,microSDXC,8.0,20.0,1,1,548.0,698.0,1.0,4.2,4000.0,zap_12
Honor,2022.0,Android,209.0,Magic 4 Pro,1,מסך מגע,8.0,7100.0,4.0,6.81,8.0,3736576.0,460.0,120.0,LTPO OLED,1,"שחור, לבן, כתום, זהב",,12.0,164.0,1,1,3347.0,3387.0,1.0,5.2,4600.0,zap_12
Realme,2021.0,Android,200.0,c,1,מסך מגע,4.0,,3.5,6.5,8.0,1152000.0,270.0,,IPS LCD,0,שחור,microSDXC,5.0,17.0,1,1,440.0,624.0,0.0,5.0,5000.0,zap_12
OnePlus,2020.0,Android,199.0,OnePlus 8 Pro,1,מסך מגע,12.0,7060.0,5.0,6.78,8.0,4561920.0,513.0,120.0,Fluid AMOLED,1,"שחור, כחול, ירוק",,16.0,109.0,1,1,2429.0,2572.0,1.0,5.1,4510.0,zap_12
Xiaomi,2021.0,Android,159.0,Mi 11 Lite,1,מסך מגע,8.0,6500.0,4.0,6.55,8.0,2592000.0,402.0,90.0,AMOLED,1,"שחור, צהוב, ירוק",microSDXC,20.0,77.0,1,1,1365.0,1599.0,1.0,5.2,4250.0,zap_12
Xiaomi,2021.0,Android,204.0,,1,מסך מגע,8.0,,5.0,6.67,,2592000.0,395.0,120.0,AMOLED,1,"לבן, כחול, אפור",,16.0,121.0,1,1,1690.0,1690.0,1.0,5.2,5000.0,zap_12
Samsung,2021.0,Android,196.0,Galaxy A03,1,מסך מגע,4.0,3200.0,4.0,6.5,8.0,1152000.0,270.0,,PLS LCD,0,"שחור, כחול, אדום",microSDXC,5.0,50.0,0,1,590.0,599.0,0.0,5.0,5000.0,zap_12
Motorola,2021.0,Android,,,1,מסך מגע,4.0,3800.0,,6.5,8.0,1152000.0,270.0,,IPS LCD,1,"שחור, ירוק",microSDXC,,,1,1,1165.0,1499.0,1.0,5.0,,zap_12
Samsung,2020.0,Android,205.0,Galaxy A12,1,מסך מגע,4.0,4150.0,4.0,6.5,8.0,1152000.0,270.0,,PLS LCD,0,"שחור, לבן, כחול, אדום",microSDXC,18.0,57.0,1,1,660.0,669.0,1.0,5.0,5000.0,zap_12
Xiaomi,2021.0,Android,159.0,Mi 11 Lite,1,מסך מגע,8.0,6500.0,4.0,6.55,8.0,2592000.0,402.0,90.0,AMOLED,1,"שחור, צהוב, ירוק",microSDXC,20.0,77.0,1,1,1218.0,1665.0,1.0,5.2,4250.0,zap_12
Samsung,,,,,0,מקשי ספרות,,,3.5,2.2,,,,,TFT,0,שחור,Micro SD/T-Flash,0.0,3.0,0,0,397.0,399.0,0.0,1.0,,zap_12
OnePlus,2021.0,Android,197.0,9 Pro,1,מסך מגע,12.0,7060.0,4.0,6.7,8.0,4631040.0,525.0,120.0,LTPO Fluid2 AMOLED,1,"שחור, ירוק",,16.0,108.0,1,1,2589.0,2799.0,1.0,5.2,4500.0,zap_12
Vivo,2022.0,Android,186.0,V25,1,מסך מגע,8.0,4400.0,4.0,6.44,8.0,2596320.0,409.0,90.0,AMOLED,0,"שחור, כחול, זהב",microSDXC,50.0,74.0,1,1,1578.0,1599.0,1.0,5.2,4500.0,zap_12
Xiaomi,2021.0,Android,204.0,,1,מסך מגע,8.0,,5.0,6.67,,2592000.0,395.0,120.0,AMOLED,1,"לבן, כחול, אפור",,16.0,121.0,1,1,1690.0,1690.0,1.0,5.2,5000.0,zap_12
Nokia,2015.0,,91.8,,0,מקשי ספרות,,,,2.8,,76800.0,143.0,,TFT,0,"שחור, לבן, ירוק, כחול כהה",microSDHC,2.0,2.0,0,0,329.0,334.0,0.0,3.0,1200.0,zap_12
OnePlus,2020.0,Android,199.0,OnePlus 8 Pro,1,מסך מגע,12.0,7060.0,5.0,6.78,8.0,4561920.0,513.0,120.0,Fluid AMOLED,1,"שחור, כחול, ירוק",,16.0,109.0,1,1,2429.0,2572.0,1.0,5.1,4510.0,zap_12
Motorola,2021.0,Android,,,1,מסך מגע,4.0,3800.0,,6.5,8.0,1152000.0,270.0,,IPS LCD,1,"שחור, ירוק",microSDXC,,,1,1,1165.0,1499.0,1.0,5.0,,zap_12
LG,2020.0,Android,180.0,Velvet,1,מסך מגע,6.0,6400.0,4.0,6.8,8.0,2656800.0,395.0,,P-OLED,1,"לבן, אפור, אדום, ורוד, ירוק",Micro SD/T-Flash,16.0,61.0,1,1,2300.0,2549.0,1.0,5.1,4300.0,zap_12
Xiaomi,2021.0,Android,193.0,Poco X3,1,מסך מגע,8.0,4600.0,5.0,6.6,8.0,2592000.0,399.0,120.0,IPS LCD,0,"שחור, לבן, כחול",,16.0,74.0,1,1,1189.0,1344.0,1.0,5.2,5000.0,zap_12
Nokia,2020.0,Android,180.0,,1,מסך מגע,4.0,3600.0,4.0,6.39,8.0,1123200.0,269.0,,IPS LCD,0,,microSDXC,8.0,20.0,1,1,548.0,698.0,1.0,4.2,4000.0,zap_12
Samsung,2021.0,Android,196.0,Galaxy A03,1,מסך מגע,4.0,3200.0,4.0,6.5,8.0,1152000.0,270.0,,PLS LCD,0,"שחור, כחול, אדום",microSDXC,5.0,50.0,0,1,590.0,599.0,0.0,5.0,5000.0,zap_12
Samsung,2022.0,Android,198.0,Galaxy M33,1,מסך מגע,6.0,4400.0,5.0,6.6,8.0,2600640.0,400.0,120.0,TFT LCD,0,"כחול, חום, ירוק",microSDXC,8.0,59.0,1,1,1079.0,1150.0,1.0,5.1,5000.0,zap_12
Apple,2021.0,iOS,204.0,iPhone 13,1,מסך מגע,6.0,,5.0,6.1,6.0,2962440.0,460.0,,Super Retina,1,"כחול, אפור, כסוף, זהב",,12.0,36.0,0,1,4839.0,6749.0,1.0,5.0,,zap_12
Blackview,2022.0,Android,197.0,A55 Pro,1,מסך מגע,4.0,3500.0,4.0,6.53,8.0,1152000.0,269.0,,IPS LCD,0,"שחור, לבן, כחול, ירוק",microSDXC,5.0,13.0,1,1,694.0,725.0,0.0,4.1,4780.0,zap_12
OnePlus,2021.0,Android,197.0,9 Pro,1,מסך מגע,12.0,7060.0,4.0,6.7,8.0,4631040.0,525.0,120.0,LTPO Fluid2 AMOLED,1,"שחור, ירוק",,16.0,108.0,1,1,2589.0,2799.0,1.0,5.2,4500.0,zap_12
OnePlus,2020.0,Android,184.0,Nord,1,מסך מגע,12.0,6400.0,5.0,6.44,8.0,2592000.0,408.0,90.0,Fluid AMOLED,0,"כחול, אפור",,40.0,63.0,1,1,1399.0,1699.0,1.0,5.1,4115.0,zap_13
Samsung,2021.0,Android,203.0,Galaxy A72,1,מסך מגע,8.0,4100.0,4.0,6.7,8.0,2592000.0,394.0,90.0,Super AMOLED,1,"שחור, לבן, כחול, סגול",microSDXC,32.0,93.0,1,1,1750.0,1750.0,1.0,5.0,5000.0,zap_13
Nokia,2021.0,Android,194.0,Nokia G10,1,מסך מגע,,3500.0,4.0,6.52,8.0,1152000.0,269.0,,IPS LCD,0,,microSDXC,8.0,17.0,1,1,648.0,675.0,0.0,5.0,5050.0,zap_13
Blackview,2022.0,Android,367.0,BL8800 Pro,1,מסך מגע,8.0,4200.0,4.0,6.58,8.0,2600640.0,401.0,,IPS LCD,1,"שחור, כתום, ירוק",,16.0,100.0,1,1,1995.0,2149.0,1.0,5.1,8380.0,zap_13
Realme,2022.0,Android,182.0,Realme 9,1,מסך מגע,8.0,4500.0,4.0,6.4,8.0,2592000.0,411.0,90.0,Super AMOLED,0,"שחור, כחול, ירוק",,16.0,60.0,1,1,1249.0,1499.0,1.0,5.2,4500.0,zap_13
Nokia,2020.0,Android,185.0,,1,מסך מגע,3.0,3800.0,4.0,6.55,8.0,1152000.0,268.0,60.0,IPS LCD,0,"שחור, כחול כהה",Micro SD/T-Flash,8.0,22.0,1,1,548.0,790.0,1.0,4.2,4000.0,zap_13
Honor,2022.0,Android,189.0,X9,1,מסך מגע,8.0,4000.0,4.0,6.81,8.0,2579040.0,385.0,120.0,IPS LCD,0,"שחור, כחול, כסוף",,16.0,52.0,1,1,1249.0,1290.0,1.0,5.1,4800.0,zap_13
Nokia,2021.0,Android,194.0,Nokia G10,1,מסך מגע,,3500.0,4.0,6.52,8.0,1152000.0,269.0,,IPS LCD,0,,microSDXC,8.0,17.0,1,1,648.0,675.0,0.0,5.0,5050.0,zap_13
OPPO,2022.0,Android,187.0,A77,1,מסך מגע,4.0,4100.0,4.0,6.56,8.0,1160640.0,269.0,90.0,IPS LCD,1,"כחול, כתום",microSDXC,8.0,52.0,1,1,769.0,799.0,0.0,5.0,5000.0,zap_13
OPPO,2022.0,Android,187.0,A77,1,מסך מגע,4.0,4100.0,4.0,6.56,8.0,1160640.0,269.0,90.0,IPS LCD,1,"כחול, כתום",microSDXC,8.0,52.0,1,1,769.0,799.0,0.0,5.0,5000.0,zap_13
Huawei,2019.0,Android,159.0,P30 Lite,1,מסך מגע,6.0,3900.0,4.0,6.15,8.0,2496960.0,415.0,,IPS LCD,0,"שחור, לבן, כחול",microSDXC,24.0,,1,1,1313.0,1335.0,1.0,4.2,3340.0,zap_13
Xiaomi,2022.0,Android,202.0,Redmi Note 11,1,מסך מגע,6.0,3900.0,4.0,6.67,8.0,2592000.0,395.0,120.0,Super AMOLED,1,"לבן, כחול, אפור",microSDXC,16.0,,1,1,1199.0,1399.0,1.0,5.1,5000.0,zap_13
Samsung,2020.0,Android,185.0,Galaxy A71,1,מסך מגע,8.0,4000.0,4.0,6.7,8.0,2592000.0,393.0,,Super AMOLED Plus,0,"שחור, כחול, כסוף",microSDXC,32.0,86.0,1,1,1299.0,1429.0,1.0,5.0,4500.0,zap_13
Nokia,2019.0,Android,180.0,,1,מסך מגע,6.0,4000.0,4.0,6.3,8.0,2462400.0,400.0,60.0,IPS LCD,0,"לבן, כחול, ירוק",Micro SD/T-Flash,20.0,61.0,1,1,748.0,999.0,1.0,5.0,3500.0,zap_13
Cat,2020.0,Android,248.0,Cat S62,1,מסך מגע,6.0,4000.0,4.0,5.7,8.0,2332800.0,424.0,,IPS LCD,0,שחור,microSDXC,12.0,12.0,1,1,2389.0,2399.0,1.0,5.0,4000.0,zap_13
Samsung,2021.0,Android,203.0,Galaxy A72,1,מסך מגע,8.0,4100.0,4.0,6.7,8.0,2592000.0,394.0,90.0,Super AMOLED,1,"שחור, לבן, כחול, סגול",microSDXC,32.0,93.0,1,1,1750.0,1750.0,1.0,5.0,5000.0,zap_13
Apple,2018.0,iOS,194.0,iPhone XR,1,מסך מגע,3.0,,4.0,6.1,8.0,1483776.0,326.0,,Liquid Retina IPS LCD,1,"שחור, כחול, אדום, צהוב",,7.0,12.0,0,1,1499.0,1499.0,1.0,5.0,,zap_13
Google,2019.0,Android,193.0,Pixel 4,1,מסך מגע,6.0,7040.0,4.0,6.3,8.0,4377600.0,537.0,,P-OLED,1,"שחור, לבן, כתום",,8.0,28.2,0,1,1149.0,1997.0,1.0,5.0,3700.0,zap_13
OnePlus,2020.0,Android,184.0,Nord,1,מסך מגע,12.0,6400.0,5.0,6.44,8.0,2592000.0,408.0,90.0,Fluid AMOLED,0,"כחול, אפור",,40.0,63.0,1,1,1399.0,1699.0,1.0,5.1,4115.0,zap_13
OPPO,2021.0,Android,175.0,A74,1,מסך מגע,6.0,3800.0,4.0,6.43,8.0,2592000.0,409.0,,AMOLED,0,"שחור, כחול",microSDXC,16.0,52.0,1,1,839.0,928.0,0.0,5.0,5000.0,zap_13
Cat,2020.0,Android,248.0,Cat S62,1,מסך מגע,6.0,4000.0,4.0,5.7,8.0,2332800.0,424.0,,IPS LCD,0,שחור,microSDXC,12.0,12.0,1,1,2389.0,2399.0,1.0,5.0,4000.0,zap_13
Nokia,2020.0,Android,195.0,,1,מסך מגע,3.0,2000.0,4.0,6.5,8.0,1152000.0,270.0,,IPS LCD,0,,Micro SD/T-Flash,5.0,15.0,1,1,498.0,649.0,0.0,5.0,4500.0,zap_13
