Brand,Out Date,Operating System,Weight,Series,Smartphone,Operating interface,RAM Capacity,CPU speed,CPU generation,Screen Size,Number of cores,Screen Resolution,pixels,FPS,Screen Type,Water resistance,Colors,GPU,Front camera,Camera,Fingerprint reader,WiFi,Min price,Max price,NFC,Bluetooth,Battery capacity,Page number
Samsung,2019,Android,196 גרם,Galaxy Note 10,סמארטפון,מסך מגע,12GB,2730 2400 1900 MHz,4,6.8 אינטש,2+2+4,1440x3040 פיקסלים,498 ppi,יעודכן בקרוב,Dynamic AMOLED,IP68,"שחור, לבן, כסוף",Micro SD/T-Flash,10 מגה פיקסל,12 + 12 + 16 מגה פיקסל,כולל,כולל,"1,519","2,100",כולל,5.0,"4,300 mAh",3
Samsung,2022,Android,263 גרם,Galaxy Z Fold4,סמארטפון,מסך מגע,12GB,1800 2750 3190 MHz,4,7.6 אינטש,4 + 3 + 1 ליבות,1812x2176 פיקסלים,373 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,"שחור, בז'",ללא,4 מגה פיקסל,50 + 10 + 12 מגה פיקסל,כולל,כולל,"5,086","6,237",כולל,5.2,"4,400 mAh",3
Google,2022,Android,212 גרם,Pixel 7 Pro,סמארטפון,מסך מגע,12GB,1800 2350 2850 MHz,4,6.7 אינטש,4 + 2 + 2 ליבות,1440x3120 פיקסלים,512 ppi,120 Hz,LTPO AMOLED,IP68,"לבן, אובסידיאן, אגוז",ללא,10.8 מגה פיקסל,50 + 48 + 12 מגה פיקסל,כולל,כולל,"3,053","3,700",אופציונאלי,5.2,"5,000 mAh",3
Apple,2022,iOS,240 גרם,iPhone 14 Pro Max,סמארטפון,מסך מגע,6GB,לא זמין,4,6.7 אינטש,לא זמין,1290x2796 פיקסלים,460 ppi,120 Hz,LTPO Super Retina XDR OLED,IP68,"שחור, סגול, כסוף, זהב",ללא,12 מגה פיקסל,48 + 12 + 12 צגה פיקסל,לא זמין,כולל,"5,895","7,449",כולל,5.3,לא זמין,3
Samsung,2022,Android,187 גרם,Galaxy Z Flip4,סמארטפון,מסך מגע,8GB,1800 2750 3190 MHz,4,6.7 אינטש,4 + 3 + 1 ליבות,1080x2640 פיקסלים,426 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,"לבן, כחול, סגול, אדום, צהוב, תכלת, ורוד זהב",ללא,10 מגה פיקסל,12 + 12 מגה פיקסלים,כולל,כולל,"2,736","3,449",כולל,5.2,"3,700 mAh",3
Samsung,2022,Android,228 גרם,Galaxy S22,סמארטפון,מסך מגע,12GB,1700 2400 3000 MHz,4,6.8 אינטש,4 + 3 + 1 ליבות,יעודכן בקרוב,500 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, לבן, אדום, ירוק, תכלת",ללא,40 מגה פיקסל,108 + 10 + 10 + 12 מגה פיקסל,כולל,כולל,"3,854","4,999",כולל,5.2,"5,000 mAh",3
Samsung,2020,Android,186 גרם,Galaxy S20,סמארטפון,מסך מגע,8GB,2730 2600 2000 MHz,5,6.7 אינטש,2+2+4,1440x3200 פיקסלים,525 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, לבן, כחול, אפור, אדום",Micro SD/T-Flash,10 מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,"1,465","1,979",כולל,5.0,"4,500 mAh",4
Xiaomi,2022,MIUI 13,192 גרם,Redmi 12C,סמארטפון,מסך מגע,6GB,1800 2000 MHz,4,6.71 אינטש,6 + 2 ליבות,720x1650 פיקסלים,268 ppi,לא זמין,IPS LCD,לא זמין,"שחור, כחול",microSDXC,5 מגה פיקסל,50 + 0.08 מגה פיקסל,כולל,כולל,560,744,אופציונאלי,5.1,"5,000 mAh",4
Nokia,2020,לא זמין,90.1 גרם,Nokia 225,טלפון רגיל,מקשי ספרות,יעודכן בקרוב,יעודכן בקרוב,4,2.4 אינטש,יעודכן בקרוב,240x320 פיקסלים,167 ppi,לא זמין,TFT LCD,לא זמין,"שחור, כחול",microSDHC,לא כולל מגה פיקסל,0.3 מגה פיקסל,לא רלוונטי,לא כולל,228,349,ללא,5.0,"1,150 mAh",4
Samsung,2020,Android,192 גרם,Galaxy Note 20,סמארטפון,מסך מגע,8GB,2730 2500 2000 MHz,5,6.7 אינטש,2+2+4,1080x2400 פיקסלים,393 ppi,לא זמין,Super AMOLED,IP68,"אפור, ירוק",ללא,10 מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,"1,756","2,598",כולל,5.0,"4,300 mAh",4
Samsung,2019,Android,150 גרם,Galaxy S10,סמארטפון,מסך מגע,6GB,2700 2300 1900 MHz,4,5.8 אינטש,2+2+4,1080x2280 פיקסלים,438 ppi,יעודכן בקרוב,Dynamic AMOLED,IP68,"שחור, לבן, כחול, צהוב, ורוד, ירוק",Micro SD/T-Flash,10 מגה פיקסל,12 + 16 מגה פיקסלים,כולל,כולל,909,"1,300",כולל,5.0,"3,100 mAh",4
Apple,2019,iOS,226 גרם,iPhone 11,סמארטפון,מסך מגע,4GB,2650 1800 MHz,4,6.5 אינטש,2 + 4 ליבות,1242x2688 פיקסלים,458 ppi,יעודכן בקרוב,Super Retina,IP68,"אפור, כסוף, ירוק, זהב",ללא,12 מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,"2,688","3,340",כולל,5.0,"3,969 mAh",4
Apple,2020,iOS,135 גרם,iPhone 12 mini,סמארטפון,מקשי ספרות,4GB,1800 3100 MHz,5,5.4 אינטש,6 ליבות,1080x2340 פיקסלים,476 ppi,לא זמין,Super Retina,IP67,"שחור, לבן, כחול, אדום, ירוק",ללא,12 מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,"1,964","3,049",כולל,5.0,"2,227 mAh",4
Samsung,2022,Android,188 גרם,Galaxy A04e,סמארטפון,מסך מגע,3GB,1800 2300 MHz,4,6.5 אינטש,לא זמין,720x1600 פיקסלים,270 ppi,לא זמין,PLS LCD,לא זמין,"שחור, תכלת",microSDXC,5 מגה פיקסל,13 + 2 מגה פיקסל,לא זמין,כולל,342,619,ללא,5.0,"5,000 mAh",4
Samsung,2022,Android,181 גרם,Galaxy A73,סמארטפון,מסך מגע,8GB,1900 2200 2400 MHz,4,6.7 אינטש,4 + 3 + 1 ליבות,1080x2400 פיקסלים,393 ppi,120 Hz,Super AMOLED Plus,IP67,"לבן, אפור",microSDXC,32 מגה פיקסל,108 + 12 + 5 + 5 מגה פיקסל,כולל,כולל,"1,717","1,949",אופציונאלי,5.0,"5,000 mAh",4
Xiaomi,2022,Android,202 גרם,12T,סמארטפון,מסך מגע,8GB,2000 2850 MHz,4,6.67 אינטש,4 + 4 ליבות,1220x2712 פיקסלים,446 ppi,120 Hz,AMOLED,לא זמין,"שחור, כחול, כסוף",ללא,20 מגה פיקסל,108 + 8 + 2 מגה פיקסל,כולל,כולל,"1,856","2,199",אופציונאלי,5.3,"5,000 mAh",4
Apple,2022,iOS,203 גרם,iPhone 14 Plus,סמארטפון,מסך מגע,6GB,1820 3230 MHz,4,6.7 אינטש,4 + 2 ליבות,1284x2778 פיקסלים,458 ppi,לא זמין,Super Retina XDR OLED,IP68,"כחול, סגול, אדום",ללא,12 מגה פיקסל,12 + 12 מגה פיקסלים,לא זמין,כולל,"4,109","4,890",כולל,5.3,לא זמין,4
Samsung,2021,Android,200 גרם,Galaxy S21,סמארטפון,מסך מגע,8GB,2900 2800 2200 MHz,5,6.7 אינטש,1+3+4,1080x2400 פיקסלים,394 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, אדום, כסוף, ורוד, זהב",לא רלוונטי,10 מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,"1,979","2,849",כולל,5.0,"4,800 mAh",4
Xiaomi,2022,Android,205 גרם,Poco X4 Pro,סמארטפון,מסך מגע,8GB,1700 2200 MHz,4,6.67 אינטש,6 + 2 ליבות,1080x2400 פיקסלים,395 ppi,120 Hz,AMOLED,IP53,"שחור, כחול, צהוב",microSDXC,16 מגה פיקסל,108 + 8 + 2 מגה פיקסל,כולל,כולל,"1,143","1,499",אופציונאלי,5.1,"5,000 mAh",4
Apple,2020,iOS,164 גרם,iPhone 12,סמארטפון,מסך מגע,4GB,1800 3100 MHz,5,6.1 אינטש,8 ליבות,1170x2532 פיקסלים,460 ppi,לא זמין,"OLED, Super Retina",IP68,"שחור, לבן, כחול, אדום, ירוק",ללא,12 מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,"2,725","3,249",כולל,5.0,"2,815 mAh",4
Samsung,2023,Android,234 גרם,Galaxy S23 Ultra,סמארטפון,מסך מגע,12GB,2000 2800 2800 3360 MHz,5,6.8 אינטש,3 + 2 + 2 + 1 ליבות,1440x3088 פיקסלים,501 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, ירוק",ללא,12 מגה פיקסל,200 + 10 + 10 +12 מגה פיקסל,כולל,כולל,"5,760","6,399",אופציונאלי,5.3,"5,000 mAh",4
Xiaomi,2022,Android,192 גרם,Redmi A1 Plus,סמארטפון,מסך מגע,2GB,לא זמין,4,6.52 אינטש,לא זמין,720x1600 פיקסלים,269 ppi,לא זמין,IPS LCD,לא זמין,"שחור, כחול, ירוק בהיר",microSDXC,5 מגה פיקסל,8 מגה פיקסל,כולל,כולל,311,579,ללא,5.0,"5,000 mAh",4
Xiaomi,2022,Android,178.8 גרם,Poco M5s,סמארטפון,מסך מגע,6GB,2000 2050 MHz,4,6.43 אינטש,6 + 2 ליבות,1080x2400 פיקסלים,409 ppi,לא זמין,AMOLED,IP53,"לבן, כחול, אפור",microSDXC,13 מגה פיקסל,64 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,725,890,כולל,5.0,"5,000 mAh",4
Samsung,2019,Android,168 גרם,Galaxy Note 10,סמארטפון,מסך מגע,8GB,2730 2400 1900 MHz,4,6.3 אינטש,2 + 4 + 4 ליבות,1080x2280 פיקסלים,401 ppi,יעודכן בקרוב,Dynamic AMOLED,IP68,"שחור, לבן, כסוף",ללא,10 מגה פיקסל,12 + 12 + 16 מגה פיקסל,כולל,כולל,"1,339","1,900",כולל,5.0,"3,500 mAh",4
Apple,2021,iOS,141 גרם,iPhone 13,סמארטפון,מסך מגע,4GB,יעודכן בקרוב,5,5.4 אינטש,2 + 4 ליבות,1080x2340 פיקסלים,476 ppi,לא זמין,Super Retina,IP68,"שחור, כחול, אדום, ורוד",ללא,12 מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,"2,850","3,180",כולל,5.0,לא זמין,4
Xiaomi,2022,Android,210 גרם,13 Pro,סמארטפון,מסך מגע,12GB,2000 2800 2800 3200 MHz,5,6.73 אינטש,3 + 2 + 2 + 1 ליבות,1440x3200 פיקסלים,522 ppi,120 Hz,LTPO OLED,IP68,"שחור, לבן, כחול, ירוק",ללא,32 מגה פיקסל,50.3 + 50 + 50 מגה פיקסל,כולל,כולל,"4,799","4,899",אופציונאלי,5.3,"4,820 mAh",4
Xiaomi,2022,Android,210 גרם,Poco F4,סמארטפון,מסך מגע,12GB,1800 2500 3000 MHz,4,6.67 אינטש,4 + 3 + 1 ליבות,1080x2400 פיקסלים,395 ppi,120 Hz,AMOLED,לא זמין,"שחור, כסוף, צהוב",ללא,20 מגה פיקסל,64 + 8 + 2 מגה פיקסל,כולל,כולל,"1,984","2,549",כולל,5.2,"4,700 mAh",4
Apple,2019,iOS,194 גרם,iPhone 11,סמארטפון,מסך מגע,4GB,2650 1800 MHz,4,6.1 אינטש,2 + 4 ליבות,828x1792 פיקסלים,326 ppi,יעודכן בקרוב,Super Retina,IP68,"שחור, לבן, סגול, אדום, צהוב, ירוק",ללא,12 מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,"1,699","2,249",כולל,5.0,"3,110 mAh",4
Google,2021,Android,210 גרם,Pixel 6,סמארטפון,מסך מגע,12GB,1800 2250 2800 MHz,4,6.7 אינטש,4 + 2 + 2 ליבות,1440x3120 פיקסלים,512 ppi,120 Hz,LTPO AMOLED,IP68,"שחור, לבן",ללא,11.1 מגה פיקסל,50 + 48 + 12 מגה פיקסל,כולל,כולל,"2,006","2,770",כולל,5.2,"5,003 mAh",4
Samsung,2023,Android,196 גרם,Galaxy S23 Plus,סמארטפון,מסך מגע,8GB,2000 2800 2800 3360 MHz,5,6.6 אינטש,3 + 2 + 2 + 1 ליבות,1080x2340 פיקסלים,390 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, ירוק",ללא,12 מגה פיקסל,50 + 10 + 12 מגה פיקסל,כולל,כולל,"3,890","4,548",אופציונאלי,5.3,"4,700 mAh",4
Samsung,2022,Android,189 גרם,Galaxy A53,סמארטפון,מסך מגע,8GB,2000 2400 MHz,4,6.5 אינטש,6 + 2 ליבות,1080x2400 פיקסלים,405 ppi,120 Hz,Super AMOLED,IP67,"שחור, לבן, כחול",microSDXC,32 מגה פיקסל,64 + 12 + 5 + 5 צגה פיקסל,כולל,כולל,"1,415","1,700",אופציונאלי,5.1,"5,000 mAh",5
Xiaomi,2022,MIUI 13,192 גרם,Redmi 12C,סמארטפון,מסך מגע,4GB,1800 2000 MHz,4,6.71 אינטש,6 + 2 ליבות,720x1650 פיקסלים,268 ppi,לא זמין,IPS LCD,לא זמין,"שחור, כחול",microSDXC,5 מגה פיקסל,50 + 0.08 מגה פיקסל,כולל,כולל,506,674,אופציונאלי,5.1,"5,000 mAh",5
Samsung,2021,Android,196 גרם,Galaxy A03,סמארטפון,מסך מגע,4GB,1600 1600 MHz,4,6.5 אינטש,6 + 2 ליבות,720x1600 פיקסלים,270 ppi,לא זמין,PLS LCD,לא זמין,"שחור, כחול, אדום",microSDXC,5 מגה פיקסל,48 + 2 מגה פיקסל,לא זמין,כולל,428,699,ללא,5.0,"5,000 mAh",5
Google,2021,Android,210 גרם,Pixel 6,סמארטפון,מסך מגע,12GB,1800 2250 2800 MHz,4,6.71 אינטש,4 + 2 + 2 ליבות,1440x3120 פיקסלים,512 ppi,120 Hz,LTPO AMOLED,IP68,"שחור, לבן",ללא,11.1 מגה פיקסל,50 + 48 + 12 מגה פיקסל,כולל,כולל,"2,179","2,549",כולל,5.2,"5,003 mAh",5
Apple,2022,iOS,206 גרם,iPhone 14 Pro,סמארטפון,מסך מגע,6GB,לא זמין,4,6.1 אינטש,לא זמין,1179x2556 פיקסלים,460 ppi,120 Hz,LTPO Super Retina XDR OLED,IP68,"שחור, סגול, כסוף, זהב",ללא,12 מגה פיקסל,48 +12 +12 מגה פיקסל,לא זמין,כולל,"5,640","6,499",כולל,5.3,לא זמין,5
Xiaomi,2022,Android,194 גרם,Redmi 10A,סמארטפון,יעודכן בקרוב,3GB,1500 2000 MHz,4,6.53 אינטש,4 + 4 ליבות,720x1600 פיקסלים,269 ppi,לא זמין,IPS LCD,לא זמין,"שחור, כחול, אפור",microSDXC,5 מגה פיקסל,13 מגה פיקסל,כולל,כולל,460,614,ללא,5.0,"5,000 mAh",5
Google,2022,Android,197 גרם,Pixel 7,סמארטפון,מסך מגע,8GB,1800 2350 2850 MHz,4,6.3 אינטש,4 + 2 + 2 ליבות,1080x2400 פיקסלים,416 ppi,90 Hz,AMOLED,IP68,יעודכן בקרוב,ללא,10.8 מגה פיקסל,50 + 12 מגה פיקסל,כולל,כולל,"2,650","3,399",אופציונאלי,5.2,"4,355 mAh",5
Xiaomi,2021,Android,181 גרם,Redmi 10,סמארטפון,מסך מגע,6GB,1800 2000 MHz,4,6.5 אינטש,2 + 6 ליבות,1080x2400 פיקסלים,405 ppi,90 Hz,LCD,לא זמין,"לבן, כחול, אפור",microSDXC,8 מגה פיקסל,50 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,641,849,לא זמין,5.1,"5,000 mAh",5
Xiaomi,2021,Android,204 גרם,Xioami 12,סמארטפון,מסך מגע,12GB,1800 2500 3000 MHz,4,6.73 אינטש,4 + 3 + 1 ליבות,1440x3200 פיקסלים,521 ppi,120 Hz,LTPO AMOLED,לא זמין,"כחול, סגול, אפור, ירוק",ללא,32 מגה פיקסל,50 + 50 + 50 מגה פיקסל,כולל,כולל,"2,949","3,799",אופציונאלי,5.2,"4,600 mAh",5
Apple,2019,iOS,188 גרם,iPhone 11,סמארטפון,מסך מגע,4GB,2650 1800 MHz,4,5.8 אינטש,2 + 4 ליבות,1125x2436 פיקסלים,458 ppi,יעודכן בקרוב,Super Retina,IP68,"אפור, כסוף, ירוק, זהב",ללא,12 מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,"1,919","2,500",כולל,5.0,"3,046 mAh",5
Nokia,2021,לא זמין,84.5 גרם,Nokia 110,טלפון רגיל,מקשי ספרות,יעודכן בקרוב,יעודכן בקרוב,4,1.8 אינטש,יעודכן בקרוב,120x160 פיקסלים,111 ppi,לא זמין,TFT LCD,לא זמין,"שחור, צהוב",microSDHC,לא כולל מגה פיקסל,כולל,לא רלוונטי,לא כולל,173,289,ללא,לא כולל,"1,020 mAh",5
Samsung,2022,Android,228 גרם,Galaxy S22,סמארטפון,מסך מגע,8GB,1700 2400 3000 MHz,4,6.8 אינטש,4 + 3 + 1 ליבות,יעודכן בקרוב,500 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, לבן, אדום, ירוק, תכלת",ללא,40 מגה פיקסל,108 + 10 + 10 + 12 מגה פיקסל,כולל,כולל,"3,289","3,750",כולל,5.2,"5,000 mAh",5
Apple,2020,iOS,228 גרם,iPhone 12 Pro Max,סמארטפון,מסך מגע,יעודכן בקרוב,יעודכן בקרוב,5,6.7 אינטש,6 ליבות,1284x2778 פיקסלים,458 ppi,לא זמין,Super Retina,IP68,"כחול, אפור, כסוף, זהב",ללא,12 מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,"3,400","4,689",כולל,5.0,לא זמין,5
Samsung,2020,Android,199 גרם,Galaxy Note 10,סמארטפון,מסך מגע,8GB,2700 1700 MHz,4,6.7 אינטש,4 + 4 ליבות,1080x2400 פיקסלים,394 ppi,לא זמין,Super AMOLED,ללא,"שחור, אדום",Micro SD/T-Flash,32 מגה פיקסל,12 + 12 + 12 מגה פיקסל,כולל,כולל,"1,187","1,550",כולל,5.0,"4,500 mAh",5
Samsung,2019,Android,183 גרם,Galaxy A70,סמארטפון,מסך מגע,6GB,2000 1700 MHz,4,6.7 אינטש,2 + 6 ליבות,1080x2400 פיקסלים,393 ppi,לא זמין,Super AMOLED,ללא,"שחור, לבן, כחול",Micro SD/T-Flash,32 מגה פיקסל,32 + 8 + 5 מגה פיקסל,כולל,כולל,790,889,אופציונאלי,5.0,"4,500 mAh",5
Xiaomi,2022,Android,202 גרם,Redmi Note 11,סמארטפון,מסך מגע,8GB,2000 2050 MHz,4,6.67 אינטש,6 + 2 ליבות,1080x2400 פיקסלים,395 ppi,120 Hz,Super AMOLED,IP53,"לבן, כחול, אפור",microSDXC,16 מגה פיקסל,108 + 8 + 2 + 2 מגה פיקסל,כולל,כולל,"1,025","1,299",אופציונאלי,5.1,"5,000 mAh",5
Samsung,2022,Android,177 גרם,Galaxy S21,סמארטפון,מסך מגע,6GB,1800 2420 2840 MHz,יעודכן בקרוב,6.4 אינטש,4 + 3 + 1 ליבות,1080x2400 פיקסלים,401 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"לבן, סגול, ירוק זית",ללא,32 מגה פיקסל,12 + 8 + 12 מגה פיקסל,כולל,כולל,"1,479","1,755",כולל,5.0,"4,500 mAh",5
Apple,2020,iOS,189 גרם,iPhone 12 Pro,סמארטפון,מסך מגע,יעודכן בקרוב,יעודכן בקרוב,5,6.1 אינטש,6 ליבות,1170x2532 פיקסלים,460 ppi,לא זמין,Super Retina,IP68,"כחול, אפור, כסוף, זהב",ללא,12 מגה פיקסל,12 + 12 + 12 מגה פיקסל,ללא,כולל,"3,162","4,299",כולל,5.0,לא זמין,5
Nokia,2015,לא זמין,69.8 גרם,יעודכן בקרוב,טלפון רגיל,מקשי ספרות,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,1.43 אינטש,יעודכן בקרוב,128x128 פיקסלים,129 ppi,לא זמין,TFT,לא זמין,"שחור, לבן, תורכיז",ללא,לא כולל מגה פיקסל,ללא,ללא,לא כולל,88,108,ללא,לא כולל,800 mAh,5
Apple,2020,iOS,148 גרם,iPhone SE 2020,סמארטפון,מסך מגע,3GB,2650 1800 MHz,4,4.7 אינטש,2 + 4 ליבות,1334x750 פיקסלים,326 ppi,יעודכן בקרוב,Retina IPS LCD,IP67,"שחור, לבן, אדום",ללא,7 מגה פיקסל,12 מגה פיקסל,כולל,כולל,993,"1,590",כולל,5.0,"1,821 mAh",5
Xiaomi,2022,Android,201 גרם,Poco M5,סמארטפון,מסך מגע,6GB,2000 2200 MHz,4,6.58 אינטש,6 + 2 ליבות,1080x2408 פיקסלים,401 ppi,90 Hz,IPS LCD,לא זמין,"שחור, צהוב, ירוק",microSDXC,5 מגה פיקסל,50 + 2 + 2 מגה פיקסל,כולל,כולל,789,799,כולל,5.3,"5,000 mAh",5
Samsung,2020,Android,222 גרם,Galaxy S20,סמארטפון,מסך מגע,12GB,2730 2600 2000 MHz,5,6.9 אינטש,2+2+4,1440x3200 פיקסלים,511 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"שחור, אפור",Micro SD/T-Flash,40 מגה פיקסל,108 + 48 + 12 מגה פיקסל,כולל,כולל,"1,880","1,999",כולל,5.0,"5,000 mAh",5
Samsung,2020,Android,163 גרם,Galaxy S20,סמארטפון,מסך מגע,8GB,2730 2600 2000 MHz,4,6.2 אינטש,2+2+4,1440x3200 פיקסלים,563 ppi,120 Hz,Dynamic AMOLED 2X,IP68,"כחול, אפור, ורוד",Micro SD/T-Flash,10 מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,"1,375","1,788",כולל,5.0,"4,000 mAh",5
Samsung,2022,Android,195 גרם,Galaxy A13,סמארטפון,מסך מגע,4GB,2000 2000 MHz,4,6.6 אינטש,4 + 4 ליבות,1080x2408 פיקסלים,400 ppi,לא זמין,PLS LCD,לא זמין,"שחור, לבן, כחול",microSDXC,8 מגה פיקסל,50 + 5 + 2 + 2 מגה פיקסל,כולל,כולל,635,742,אופציונאלי,5.0,"5,000 mAh",5
Blackview,לא זמין,Android,261 גרם,BV4900,סמארטפון,מסך מגע,4GB,2000 MHz,לא זמין,5.7 אינטש,4 ליבות,720x1440 פיקסלים,לא זמין,לא זמין,IPS LCD,לא זמין,לא זמין,microSDXC,לא זמין,לא זמין,לא זמין,כולל,499,848,לא זמין,5.0,"5,580 mAh",6
Nothing,2022,Android,193.5 גרם,Nothing phone (1),סמארטפון,מסך מגע,8GB,1800 2400 2500 MHz,"4, 5",6.55 אינטש,4 + 3 + 1 ליבות,1080x2400 פיקסלים,402 ppi,120 Hz,OLED,IP53,"שחור, לבן",ללא,16 מגה פיקסל,50 + 50 מגה פיקסל,כולל,כולל,"1,758","1,999",כולל,5.2,"4,500 mAh",6
Samsung,2022,Android,187 גרם,Galaxy Z Flip4,סמארטפון,מסך מגע,8GB,1800 2750 3190 MHz,4,6.7 אינטש,4 + 3 + 1 ליבות,1080x2640 פיקסלים,426 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,"לבן, כחול, סגול, אדום, צהוב, ורוד זהב",ללא,10 מגה פיקסל,12 + 12 מגה פיקסלים,כולל,כולל,"3,073","3,958",כולל,5.2,"3,700 mAh",6
Apple,2022,iOS,240 גרם,iPhone 14 Pro Max,סמארטפון,מסך מגע,6GB,לא זמין,4,6.7 אינטש,לא זמין,1290x2796 פיקסלים,460 ppi,120 Hz,לא זמין,IP68,"שחור, סגול, כסוף, זהב",ללא,12 מגה פיקסל,48 + 12 + 12 צגה פיקסל,לא זמין,כולל,"6,988","8,100",כולל,5.3,לא זמין,6
OnePlus,2022,Android,204 גרם,10T,סמארטפון,מסך מגע,16GB,1800 2750 3190 MHz,4,6.7 אינטש,4 + 3 + 1 ליבות,1080x2412 פיקסלים,394 ppi,120 Hz,Fluid AMOLED,לא זמין,"שחור, ירוק",ללא,16 מגה פיקסל,50 + 8 + 2 מגה פיקסל,כולל,כולל,"2,403","2,789",כולל,5.2,"4,800 mAh",6
Apple,2020,iOS,164 גרם,iPhone 12,סמארטפון,מסך מגע,4GB,1800 3100 MHz,5,6.1 אינטש,2 + 4 ליבות,1170x2532 פיקסלים,460 ppi,לא זמין,"OLED, Super Retina",IP68,"שחור, לבן, כחול, אדום, ירוק",ללא,12 מגה פיקסל,12 + 12 מגה פיקסלים,ללא,כולל,"2,020","3,299",כולל,5.0,"2,815 mAh",6
Apple,2018,iOS,194 גרם,iPhone XR,סמארטפון,מסך מגע,3GB,לא זמין,4,6.1 אינטש,8 ליבות,828x1792 פיקסלים,326 ppi,לא זמין,Liquid Retina IPS LCD,IP67,"שחור, כחול, אדום, צהוב",ללא,7 מגה פיקסל,12 מגה פיקסל,ללא,כולל,"1,235","1,659",כולל,5.0,"2,942 mAh",6
Xiaomi,2021,Android,204 גרם,Redmi Note 11,סמארטפון,מסך מגע,8GB,2000 2500 MHz,4,6.67 אינטש,6 + 2 ליבות,1080x2400 פיקסלים,395 ppi,120 Hz,Super AMOLED,IP53,"שחור, סגול, אפור, ירוק",microSDXC,16 מגה פיקסל,108 + 8 + 2 מגה פיקסל,כולל,כולל,"1,498","1,849",כולל,5.2,"4,500 mAh",6
Samsung,2022,Android,263 גרם,Galaxy Z Fold4,סמארטפון,מסך מגע,12GB,1800 2750 3190 MHz,4,7.6 אינטש,4 + 3 + 1 ליבות,1812x2176 פיקסלים,373 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,"שחור, בז'",ללא,4 מגה פיקסל,50 + 10 + 12 מגה פיקסל,כולל,כולל,"5,132","6,645",כולל,5.2,"4,400 mAh",6
OnePlus,2021,Android,189 גרם,Nord 2,סמארטפון,מסך מגע,8GB,3000 2600 2000 MHz,5,6.43 אינטש,1+3+4,1080x2400 פיקסלים,409 ppi,90 Hz,Fluid AMOLED,ללא,"כחול, אפור, ירוק",ללא,32 מגה פיקסל,50 + 8 + 2 מגה פיקסל,כולל,כולל,"1,238","1,719",כולל,5.2,"4,500 mAh",6
Samsung,2021,Android,271 גרם,Galaxy Z Fold3,סמארטפון,מסך מגע,12GB,1800 2420 2840 MHz,4,7.6 אינטש,1 + 3 + 4,1768x2208 פיקסלים,374 ppi,120 Hz,Foldable Dynamic AMOLED 2X,IPX8,"שחור, כסוף, ירוק",ללא,16 מגה פיקסל,12 +12 +12 מגה פיקסל,כולל,כולל,"3,500","6,199",כולל,5.2,"4,400 mAh",6
Samsung,2020,Android,192 גרם,Galaxy Note 20,סמארטפון,מסך מגע,8GB,2730 2500 2000 MHz,4,6.7 אינטש,2+2+4,1080x2400 פיקסלים,393 ppi,לא זמין,Super AMOLED,IP68,"אפור, ירוק",ללא,10 מגה פיקסל,12 + 64 + 12 מגה פיקסל,כולל,כולל,"1,850","3,479",כולל,5.0,"4,300 mAh",6
OnePlus,2022,Android,190 גרם,Nord 2T,סמארטפון,לא זמין,8GB,לא זמין,4,6.43 אינטש,לא זמין,1080x2400 פיקסלים,409 ppi,90 Hz,AMOLED,לא זמין,אפור,ללא,32 מגה פיקסל,50 + 8 + 2 מגה פיקסל,כולל,כולל,"1,389","1,690",כולל,5.2,"4,500 mAh",6
Apple,2022,iOS,144 גרם,iPhone SE,סמארטפון,מסך מגע,4GB,1820 3220 MHz,4,4.7 אינטש,2 + 4 ליבות,750x1334 פיקסלים,326 ppi,לא זמין,Retina IPS LCD,IP67,"שחור, לבן, אדום",ללא,7 מגה פיקסל,12 מגה פיקסל,כולל,כולל,"1,835","2,200",כולל,5.0,"2,018 mAh",6
